date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:58:07	42159/42159	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:22:32%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/banner/banner16.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/banner/banner16.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/index-2.html)
22:58:08	310516/310516	---M--	200	added ('OK')	image/png	date:Thu,%2017%20Feb%202022%2022:51:02%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/banner/banner17.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/banner/banner17.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/index-2.html)
22:58:09	205616/205616	---M--	200	added ('OK')	image/png	date:Fri,%2011%20Mar%202022%2018:09:52%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/banner/newsletter-popup-thumb.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/banner/newsletter-popup-thumb.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/index-2.html)
22:58:10	50086/50086	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:21:48%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/banner/menu-banner.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/banner/menu-banner.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/index-3.html)
22:58:19	3928/3928	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:29:10%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/safe-checkout.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/safe-checkout.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/product-details.html)
22:58:21	10081/10081	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:25:16%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/comment-thumb1.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/comment-thumb1.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/product-details.html)
22:58:21	7693/7693	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:25:16%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/comment-thumb2.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/comment-thumb2.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/product-details.html)
22:58:22	7083/7083	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:25:16%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/comment-thumb3.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/comment-thumb3.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/product-details.html)
22:58:24	27281/27281	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:25:16%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/404-thumb.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/404-thumb.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/404.html)
22:58:25	1203/1203	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2023%20Nov%202021%2016:33:58%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/icon/credit-card.svg	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/icon/credit-card.svg	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/checkout-2.html)
22:58:26	55333/55333	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:25:16%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/about-thumb-list1.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/about-thumb-list1.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/about.html)
22:58:27	1291/1291	---M--	200	added ('OK')	image/png	date:Mon,%2006%20Dec%202021%2018:04:26%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/icon/signature.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/icon/signature.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/about.html)
22:58:27	62324/62324	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:25:16%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/about-thumb-list2.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/about-thumb-list2.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/about.html)
22:58:29	34478/34478	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:29:10%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/team1.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/team1.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/about.html)
22:58:29	39572/39572	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:29:10%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/team2.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/team2.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/about.html)
22:58:29	37579/37579	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:29:10%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/team3.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/team3.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/about.html)
22:58:31	88379/88379	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:24:14%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/blog/related-post1.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/blog/related-post1.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/blog-details.html)
22:58:32	479564/479564	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:24:14%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/blog/blog-page-big1.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/blog/blog-page-big1.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/blog-details.html)
22:58:32	94380/94380	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:24:14%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/blog/related-post2.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/blog/related-post2.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/blog-details.html)
22:58:32	40465/40465	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:25:56%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio1.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio1.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/portfolio.html)
22:58:33	39998/39998	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:25:56%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio2.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio2.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/portfolio.html)
22:58:33	62282/62282	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:29:10%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio3.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio3.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/portfolio.html)
22:58:34	54831/54831	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:29:10%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio4.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio4.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/portfolio.html)
22:58:34	27822/27822	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:29:10%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio5.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio5.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/portfolio.html)
22:58:34	59483/59483	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:29:10%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio7.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio7.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/portfolio.html)
22:58:35	51493/51493	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:29:10%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio8.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio8.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/portfolio.html)
22:58:35	43204/43204	---M--	200	added ('OK')	image/png	date:Wed,%2009%20Feb%202022%2017:29:10%20GMT	https://risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio9.png	C:/xampp/htdocs/Duan1/web2/risingtheme.com/html/demo-suruchi-v1/suruchi/assets/img/other/portfolio9.png	(from https://risingtheme.com/html/demo-suruchi-v1/suruchi/portfolio.html)
